name,date,value
JavaScript,2003-11-31,1.74
JavaScript,2004-0-31,2.14
JavaScript,2004-1-29,2.06
JavaScript,2004-2-31,1.78
JavaScript,2004-3-30,1.78
JavaScript,2004-4-30,1.45
JavaScript,2004-5-30,1.61
JavaScript,2004-6-31,1.68
JavaScript,2004-7-30,1.51
JavaScript,2004-8-30,1.27
JavaScript,2004-9-31,1.20
JavaScript,2004-10-30,1.59
JavaScript,2004-11-31,1.70
JavaScript,2005-0-31,1.78
JavaScript,2005-1-28,1.65
JavaScript,2005-2-31,1.64
JavaScript,2005-3-30,1.44
JavaScript,2005-4-31,1.39
JavaScript,2005-5-30,1.78
JavaScript,2005-6-31,1.92
JavaScript,2005-7-31,1.77
JavaScript,2005-8-30,2.04
JavaScript,2005-11-3,1.84
JavaScript,2006-0-4,1.54
JavaScript,2006-1-2,1.51
JavaScript,2006-2-1,1.73
JavaScript,2006-3-2,1.57
JavaScript,2006-4-1,2.19
JavaScript,2006-5-1,1.46
JavaScript,2006-6-2,2.11
JavaScript,2006-7-2,2.02
JavaScript,2006-8-2,2.44
JavaScript,2006-9-1,2.20
JavaScript,2006-10-2,2.31
JavaScript,2006-11-1,2.56
JavaScript,2007-0-2,2.84
JavaScript,2007-1-3,2.98
JavaScript,2007-2-3,3.49
JavaScript,2007-3-1,3.14
JavaScript,2007-4-5,3.07
JavaScript,2007-5-2,2.62
JavaScript,2007-6-2,2.51
JavaScript,2007-7-5,2.58
JavaScript,2007-8-2,2.72
JavaScript,2007-9-4,2.68
JavaScript,2007-10-4,2.93
JavaScript,2007-11-3,2.73
JavaScript,2008-0-3,3.20
JavaScript,2008-1-7,2.33
JavaScript,2008-5-1,2.93
JavaScript,2008-6-2,2.76
JavaScript,2008-7-3,2.89
JavaScript,2008-8-3,3.13
JavaScript,2008-9-6,2.67
JavaScript,2008-10-2,2.93
JavaScript,2008-11-3,2.97
JavaScript,2009-0-2,3.36
JavaScript,2009-1-1,3.54
JavaScript,2009-2-5,3.61
JavaScript,2009-3-7,3.68
JavaScript,2009-4-1,3.55
JavaScript,2009-5-4,4.02
JavaScript,2009-6-2,3.51
JavaScript,2009-7-1,2.81
JavaScript,2009-8-5,3.00
JavaScript,2009-9-2,3.03
JavaScript,2009-10-2,2.92
JavaScript,2009-11-2,3.51
JavaScript,2010-0-5,2.71
JavaScript,2010-1-7,2.64
JavaScript,2010-2-7,2.65
JavaScript,2010-3-5,2.47
JavaScript,2010-4-15,2.08
JavaScript,2010-6-6,2.43
JavaScript,2010-6-30,2.40
JavaScript,2010-8-11,1.66
JavaScript,2010-9-2,1.66
JavaScript,2010-10-3,1.66
JavaScript,2010-11-7,1.51
JavaScript,2011-0-2,1.59
JavaScript,2011-1-8,2.56
JavaScript,2011-2-8,1.87
JavaScript,2011-3-3,1.51
JavaScript,2011-4-2,1.39
JavaScript,2011-5-5,1.50
JavaScript,2011-5-27,1.50
JavaScript,2011-6-8,2.24
JavaScript,2011-7-3,1.56
JavaScript,2011-8-10,1.47
JavaScript,2011-9-9,2.19
JavaScript,2011-10-7,2.56
JavaScript,2011-11-4,2.20
JavaScript,2012-0-8,2.32
JavaScript,2012-1-5,2.46
JavaScript,2012-2-11,3.39
JavaScript,2012-3-8,2.88
JavaScript,2012-4-9,2.13
JavaScript,2012-5-10,1.47
JavaScript,2012-6-4,1.45
JavaScript,2012-7-10,1.37
JavaScript,2012-8-2,1.33
JavaScript,2012-9-5,1.26
JavaScript,2012-10-4,1.28
JavaScript,2012-11-2,1.32
JavaScript,2013-0-5,1.98
JavaScript,2013-1-8,1.42
JavaScript,2013-2-11,1.37
JavaScript,2013-3-7,1.51
JavaScript,2013-4-8,1.54
JavaScript,2013-5-9,1.65
JavaScript,2013-6-7,1.84
JavaScript,2013-6-12,1.84
JavaScript,2013-7-4,2.09
JavaScript,2013-8-11,2.01
JavaScript,2013-9-10,2.04
JavaScript,2013-10-9,2.05
JavaScript,2013-11-6,1.85
JavaScript,2014-0-1,1.58
JavaScript,2014-1-8,1.93
JavaScript,2014-2-3,1.90
JavaScript,2014-3-10,1.75
JavaScript,2014-4-7,1.79
JavaScript,2014-5-8,2.00
JavaScript,2014-6-6,1.81
JavaScript,2014-7-11,2.17
JavaScript,2014-8-1,2.45
JavaScript,2014-9-3,1.77
JavaScript,2014-10-8,2.09
JavaScript,2014-11-7,2.43
JavaScript,2015-0-6,3.27
JavaScript,2015-1-5,3.51
JavaScript,2015-2-7,3.63
JavaScript,2015-3-13,3.30
JavaScript,2015-4-13,3.13
JavaScript,2015-5-6,2.30
JavaScript,2015-6-12,2.19
JavaScript,2015-7-6,2.16
JavaScript,2015-8-5,2.34
JavaScript,2015-9-4,2.29
JavaScript,2015-10-7,2.47
JavaScript,2015-11-4,2.36
JavaScript,2016-0-2,2.57
JavaScript,2016-1-2,2.20
JavaScript,2016-2-3,2.33
JavaScript,2016-3-7,2.57
JavaScript,2016-4-6,2.34
JavaScript,2016-5-5,2.58
JavaScript,2016-6-4,2.64
JavaScript,2016-7-6,2.71
JavaScript,2016-8-8,2.93
JavaScript,2016-9-7,2.75
JavaScript,2016-10-5,2.71
JavaScript,2016-11-4,2.86
JavaScript,2017-0-7,2.85
JavaScript,2017-1-8,2.87
JavaScript,2017-2-7,2.67
JavaScript,2017-3-9,2.85
JavaScript,2017-4-6,3.07
JavaScript,2017-5-3,3.02
JavaScript,2017-6-7,2.61
JavaScript,2017-7-2,2.10
JavaScript,2017-8-6,2.02
JavaScript,2017-9-5,3.01
JavaScript,2017-10-12,2.97
JavaScript,2017-11-9,2.47
JavaScript,2018-0-3,3.47
JavaScript,2018-1-8,3.16
JavaScript,2018-2-7,3.92
JavaScript,2018-3-1,3.49
JavaScript,2018-4-6,2.92
JavaScript,2018-5-10,2.50
JavaScript,2018-6-7,2.83
JavaScript,2018-7-1,2.41
JavaScript,2018-8-3,2.13
JavaScript,2018-9-5,2.28
JavaScript,2018-10-8,2.66
JavaScript,2018-11-2,3.06
JavaScript,2019-0-4,3.30
JavaScript,2019-1-6,2.85
JavaScript,2019-2-2,2.43
JavaScript,2019-3-7,2.51
JavaScript,2019-4-4,2.69
JavaScript,2019-5-9,2.72
JavaScript,2019-6-6,2.30
JavaScript,2019-7-5,2.26
JavaScript,2019-8-9,2.13
JavaScript,2019-9-5,2.08
JavaScript,2019-10-3,1.93
JavaScript,2019-11-6,2.09
JavaScript,2020-0-5,2.45
JavaScript,2020-1-4,2.06
JavaScript,2020-2-4,2.05
JavaScript,2020-3-2,2.38
JavaScript,2020-4-2,2.68
PHP,2001-5-30,1.90
PHP,2001-6-30,1.38
PHP,2001-7-30,1.55
PHP,2001-8-28,1.55
PHP,2001-9-26,1.78
PHP,2001-10-28,4.87
PHP,2001-11-31,7.27
PHP,2002-0-30,8.27
PHP,2002-1-27,7.44
PHP,2002-2-29,7.03
PHP,2002-3-29,5.05
PHP,2002-4-29,5.22
PHP,2002-5-29,5.18
PHP,2002-6-31,6.50
PHP,2002-7-29,5.35
PHP,2002-8-29,4.96
PHP,2002-9-30,5.28
PHP,2002-10-29,7.30
PHP,2002-11-31,7.61
PHP,2003-0-31,4.49
PHP,2003-1-28,4.01
PHP,2003-2-31,4.61
PHP,2003-3-30,4.53
PHP,2003-4-30,4.78
PHP,2003-5-30,3.83
PHP,2003-6-31,4.68
PHP,2003-7-31,5.44
PHP,2003-8-30,5.80
PHP,2003-9-31,3.57
PHP,2003-10-30,5.74
PHP,2003-11-31,6.31
PHP,2004-0-31,7.26
PHP,2004-1-29,7.63
PHP,2004-2-31,9.76
PHP,2004-3-30,7.17
PHP,2004-4-30,8.71
PHP,2004-5-30,10.32
PHP,2004-6-31,10.43
PHP,2004-7-30,8.23
PHP,2004-8-30,7.42
PHP,2004-9-31,7.59
PHP,2004-10-30,11.45
PHP,2004-11-31,9.48
PHP,2005-0-31,10.28
PHP,2005-1-28,9.41
PHP,2005-2-31,8.72
PHP,2005-3-30,9.20
PHP,2005-4-31,7.97
PHP,2005-5-30,9.17
PHP,2005-6-31,7.87
PHP,2005-7-31,8.89
PHP,2005-8-30,9.67
PHP,2005-11-3,9.63
PHP,2006-0-4,9.40
PHP,2006-1-2,8.92
PHP,2006-2-1,9.95
PHP,2006-3-2,10.88
PHP,2006-4-1,10.22
PHP,2006-5-1,9.59
PHP,2006-6-2,10.35
PHP,2006-7-2,9.64
PHP,2006-8-2,9.13
PHP,2006-9-1,9.86
PHP,2006-10-2,9.21
PHP,2006-11-1,8.54
PHP,2007-0-2,7.94
PHP,2007-1-3,8.85
PHP,2007-2-3,9.46
PHP,2007-3-1,8.64
PHP,2007-4-5,8.74
PHP,2007-5-2,8.87
PHP,2007-6-2,8.65
PHP,2007-7-5,9.70
PHP,2007-8-2,10.20
PHP,2007-9-4,9.50
PHP,2007-10-4,8.69
PHP,2007-11-3,8.39
PHP,2008-0-3,9.20
PHP,2008-1-7,9.89
PHP,2008-5-1,10.21
PHP,2008-6-2,9.52
PHP,2008-7-3,9.35
PHP,2008-8-3,9.24
PHP,2008-9-6,8.61
PHP,2008-10-2,8.94
PHP,2008-11-3,9.13
PHP,2009-0-2,8.88
PHP,2009-1-1,8.78
PHP,2009-2-5,9.48
PHP,2009-3-7,9.89
PHP,2009-4-1,9.92
PHP,2009-5-4,9.67
PHP,2009-6-2,9.27
PHP,2009-7-1,9.39
PHP,2009-8-5,10.16
PHP,2009-9-2,10.36
PHP,2009-10-2,10.18
PHP,2009-11-2,9.77
PHP,2010-0-5,10.07
PHP,2010-1-7,10.00
PHP,2010-2-7,9.91
PHP,2010-3-5,9.66
PHP,2010-4-15,9.07
PHP,2010-6-6,8.57
PHP,2010-6-30,9.18
PHP,2010-8-11,8.37
PHP,2010-9-2,8.32
PHP,2010-10-3,7.81
PHP,2010-11-7,7.51
PHP,2011-0-2,7.83
PHP,2011-1-8,6.97
PHP,2011-2-8,6.57
PHP,2011-3-3,6.58
PHP,2011-4-2,6.51
PHP,2011-5-5,6.60
PHP,2011-5-27,6.60
PHP,2011-6-8,6.18
PHP,2011-7-3,6.13
PHP,2011-8-10,6.60
PHP,2011-9-9,6.82
PHP,2011-10-7,6.10
PHP,2011-11-4,6.00
PHP,2012-0-8,5.70
PHP,2012-1-5,5.64
PHP,2012-2-11,5.55
PHP,2012-3-8,5.29
PHP,2012-4-9,5.71
PHP,2012-5-10,5.29
PHP,2012-6-4,5.01
PHP,2012-7-10,5.52
PHP,2012-8-2,5.61
PHP,2012-9-5,5.67
PHP,2012-10-4,5.73
PHP,2012-11-2,5.54
PHP,2013-0-5,5.55
PHP,2013-1-8,5.07
PHP,2013-2-11,4.81
PHP,2013-3-7,5.43
PHP,2013-4-8,5.78
PHP,2013-5-9,5.99
PHP,2013-6-7,7.19
PHP,2013-6-12,7.19
PHP,2013-7-4,6.69
PHP,2013-8-11,6.43
PHP,2013-9-10,6.09
PHP,2013-10-9,5.38
PHP,2013-11-6,5.28
PHP,2014-0-1,4.61
PHP,2014-1-8,4.22
PHP,2014-2-3,3.70
PHP,2014-3-10,2.77
PHP,2014-4-7,3.39
PHP,2014-5-8,2.85
PHP,2014-6-6,2.92
PHP,2014-7-11,2.86
PHP,2014-8-1,3.12
PHP,2014-9-3,2.94
PHP,2014-10-8,3.04
PHP,2014-11-7,2.75
PHP,2015-0-6,3.78
PHP,2015-1-5,3.17
PHP,2015-2-7,4.00
PHP,2015-3-13,3.01
PHP,2015-4-13,2.72
PHP,2015-5-6,2.87
PHP,2015-6-12,2.89
PHP,2015-7-6,2.73
PHP,2015-8-5,2.53
PHP,2015-9-4,2.56
PHP,2015-10-7,3.25
PHP,2015-11-4,2.79
PHP,2016-0-2,2.71
PHP,2016-1-2,2.77
PHP,2016-2-3,2.77
PHP,2016-3-7,2.99
PHP,2016-4-6,2.99
PHP,2016-5-5,3.23
PHP,2016-6-4,3.27
PHP,2016-7-6,3.17
PHP,2016-8-8,2.85
PHP,2016-9-7,2.74
PHP,2016-10-5,3.13
PHP,2016-11-4,2.92
PHP,2017-0-7,2.56
PHP,2017-1-8,3.07
PHP,2017-2-7,3.01
PHP,2017-3-9,3.38
PHP,2017-4-6,2.69
PHP,2017-5-3,2.77
PHP,2017-6-7,3.09
PHP,2017-7-2,2.29
PHP,2017-8-6,2.21
PHP,2017-9-5,2.79
PHP,2017-10-12,1.90
PHP,2017-11-9,1.59
PHP,2018-0-3,2.53
PHP,2018-1-8,3.42
PHP,2018-2-7,4.01
PHP,2018-3-1,4.22
PHP,2018-4-6,3.32
PHP,2018-5-10,2.88
PHP,2018-6-7,2.83
PHP,2018-7-1,2.93
PHP,2018-8-3,2.78
PHP,2018-9-5,2.79
PHP,2018-10-8,2.38
PHP,2018-11-2,2.44
PHP,2019-0-4,2.68
PHP,2019-1-6,2.27
PHP,2019-2-2,2.42
PHP,2019-3-7,2.24
PHP,2019-4-4,2.49
PHP,2019-5-9,2.57
PHP,2019-6-6,2.17
PHP,2019-7-5,2.08
PHP,2019-8-9,1.86
PHP,2019-9-5,1.91
PHP,2019-10-3,1.72
PHP,2019-11-6,2.05
PHP,2020-0-5,2.41
PHP,2020-1-4,2.02
PHP,2020-2-4,2.02
PHP,2020-3-2,2.37
PHP,2020-4-2,2.49
SQL,2001-5-30,2.96
SQL,2001-6-30,2.77
SQL,2001-7-30,2.38
SQL,2001-8-28,2.36
SQL,2001-9-26,2.24
SQL,2001-10-28,1.84
SQL,2001-11-31,1.87
SQL,2002-0-30,1.94
SQL,2002-1-27,2.09
SQL,2002-2-29,2.06
SQL,2002-3-29,2.33
SQL,2002-4-29,2.36
SQL,2002-5-29,2.53
SQL,2002-6-31,2.66
SQL,2002-7-29,2.65
SQL,2002-8-29,2.54
SQL,2002-9-30,2.64
SQL,2002-10-29,2.38
SQL,2002-11-31,2.52
SQL,2003-0-31,2.56
SQL,2003-1-28,2.51
SQL,2003-2-31,2.56
SQL,2003-3-30,2.65
SQL,2003-4-30,3.12
SQL,2003-5-30,3.04
SQL,2003-6-31,2.99
SQL,2003-7-31,3.24
SQL,2003-8-30,3.72
SQL,2003-9-31,3.70
SQL,2003-10-30,2.93
SQL,2003-11-31,3.10
SQL,2004-0-31,3.51
SQL,2004-1-29,3.10
SQL,2004-2-31,2.97
SQL,2004-3-30,2.44
SQL,2018-1-8,2.36
SQL,2018-2-7,2.69
SQL,2018-3-1,2.65
SQL,2018-4-6,1.99
SQL,2018-5-10,2.34
SQL,2018-6-7,2.33
SQL,2018-7-1,2.32
SQL,2018-8-3,2.06
SQL,2018-9-5,2.04
SQL,2018-10-8,1.84
SQL,2018-11-2,2.18
SQL,2019-0-4,2.28
SQL,2019-1-6,1.90
SQL,2019-2-2,1.93
SQL,2019-3-7,2.27
SQL,2019-4-4,2.56
SQL,2019-5-9,2.22
SQL,2019-6-6,1.98
SQL,2019-7-5,1.63
SQL,2019-8-9,1.94
SQL,2019-9-5,1.93
SQL,2019-10-3,1.69
SQL,2019-11-6,1.84
SQL,2020-0-5,1.50
SQL,2020-1-4,1.53
SQL,2020-2-4,1.83
SQL,2020-3-2,2.17
SQL,2020-4-2,2.09
R,2007-4-5,0.06
R,2007-5-2,0.07
R,2007-6-2,0.07
R,2007-7-5,0.06
R,2007-8-2,0.07
R,2007-9-4,0.07
R,2007-10-4,0.09
R,2007-11-3,0.09
R,2008-0-3,0.04
R,2008-1-7,0.06
R,2008-5-1,0.09
R,2008-6-2,0.08
R,2008-7-3,0.06
R,2008-8-3,0.07
R,2008-9-6,0.07
R,2008-10-2,0.08
R,2008-11-3,0.07
R,2009-0-2,0.07
R,2009-1-1,0.08
R,2009-2-5,0.08
R,2009-3-7,0.09
R,2009-4-1,0.10
R,2009-5-4,0.10
R,2009-6-2,0.10
R,2009-7-1,0.11
R,2009-8-5,0.09
R,2009-9-2,0.10
R,2009-10-2,0.10
R,2009-11-2,0.11
R,2010-0-5,0.10
R,2010-1-7,0.14
R,2010-2-7,0.15
R,2010-3-5,0.14
R,2010-4-15,0.20
R,2010-6-6,0.17
R,2010-6-30,0.18
R,2010-8-11,0.33
R,2010-9-2,0.36
R,2010-10-3,0.36
R,2010-11-7,0.54
R,2011-0-2,0.54
R,2011-1-8,0.56
R,2011-2-8,0.49
R,2011-3-3,0.42
R,2011-4-2,0.43
R,2011-5-5,0.37
R,2011-5-27,0.37
R,2011-6-8,0.36
R,2011-7-3,0.40
R,2011-8-10,0.39
R,2011-9-9,0.42
R,2011-10-7,0.50
R,2011-11-4,0.52
R,2012-0-8,0.60
R,2012-1-5,0.62
R,2012-2-11,0.50
R,2012-3-8,0.38
R,2012-4-9,0.38
R,2012-5-10,0.44
R,2012-6-4,0.44
R,2012-7-10,0.43
R,2012-8-2,0.44
R,2012-9-5,0.42
R,2012-10-4,0.42
R,2012-11-2,0.45
R,2013-0-5,0.44
R,2013-1-8,0.46
R,2013-2-11,0.53
R,2013-3-7,0.48
R,2013-4-8,0.54
R,2013-5-9,0.48
R,2013-6-7,0.51
R,2013-6-12,0.51
R,2013-7-4,0.39
R,2013-8-11,0.65
R,2013-9-10,0.55
R,2013-10-9,0.41
R,2013-11-6,0.25
R,2014-0-1,0.25
R,2014-1-8,0.25
R,2014-2-3,0.23
R,2014-3-10,0.26
R,2014-4-7,0.38
R,2014-5-8,0.67
R,2014-6-6,0.41
R,2014-7-11,0.52
R,2014-8-1,0.80
R,2014-9-3,1.52
R,2014-10-8,1.55
R,2014-11-7,1.63
R,2015-0-6,1.04
R,2015-1-5,0.96
R,2015-2-7,0.95
R,2015-3-13,1.03
R,2015-4-13,1.44
R,2015-5-6,1.52
R,2015-6-12,1.23
R,2015-7-6,1.01
R,2015-8-5,1.04
R,2015-9-4,0.99
R,2015-10-7,1.01
R,2015-11-4,1.12
R,2016-0-2,1.05
R,2016-1-2,1.19
R,2016-2-3,1.29
R,2016-3-7,1.27
R,2016-4-6,1.33
R,2016-5-5,1.54
R,2016-6-4,1.51
R,2016-7-6,1.61
R,2016-8-8,1.68
R,2016-9-7,1.74
R,2016-10-5,1.72
R,2016-11-4,1.83
R,2017-0-7,1.79
R,2017-1-8,1.92
R,2017-2-7,2.02
R,2017-3-9,2.14
R,2017-4-6,2.19
R,2017-5-3,2.15
R,2017-6-7,2.11
R,2017-7-2,1.77
R,2017-8-6,1.82
R,2017-9-5,1.68
R,2017-10-12,1.60
R,2017-11-9,1.91
R,2018-0-3,2.55
R,2018-1-8,2.09
R,2018-2-7,1.13
R,2018-3-1,1.81
R,2018-4-6,1.18
R,2018-5-10,1.45
R,2018-6-7,1.15
R,2018-7-1,0.96
R,2018-8-3,1.02
R,2018-9-5,1.21
R,2018-10-8,1.41
R,2018-11-2,1.11
R,2019-0-4,1.33
R,2019-1-6,1.04
R,2019-2-2,1.28
R,2019-3-7,1.18
R,2019-4-4,0.95
R,2019-5-9,0.91
R,2019-6-6,0.84
R,2019-7-5,0.82
R,2019-8-9,1.05
R,2019-9-5,1.26
R,2019-10-3,0.98
R,2019-11-6,0.99
R,2020-0-5,0.81
R,2020-1-4,1.01
R,2020-2-4,1.26
R,2020-3-2,1.54
R,2020-4-2,1.85
